-0.01	-0.2	-0.32	0.04	-0.17	-0.03	-0.17	-0.04	0.21	0.11	0.08	0.31	0.31	-0.07	0.37	0.12	0.01	0.18	-0.69	0.16	0.43	0.61	0.53	0.71	0.33	0.67	0.39	0.58	0.32	0.39	0.04	0.12	-0.32	0.1	0.12	0.37	-0.23	0.29	0.23	0.31	0.32	0.01	0.21	1.04	-0.22	-0.23	-0.2	-0.25	-0.4	-0.36	-0.4	-0.23	0.11	-0.1	0.04	-0.23	-0.47	-0.89	-0.34	-1.47	-2.32	-1.32	-0.81	-0.92	0.44	-0.03	-0.23	-1.15	-0.81	-0.74	-1.69	-2.56	0.01	-0.06	-0.04	-0.12	0.06	0.37	-0.17	
0.25	-0.47	0.08	0.04	0.31	0.52	0.2	0.28	0.3	0.36	0.43	0.34	0.34	-0.49	0.54	0.15	0.5	0.48	-0.47	-0.81	-0.54	0	-0.1	-0.4	-0.34	-0.15	0.07	-0.07	-0.29	0.04	-0.06	-0.47	-0.22	0.08	0.36	0.24	0.5	0.55	0.72	0.77	0.71	0.32	0.51	0.5	0.4	0.62	1.14	0.01	0	0	0	-0.89	-0.49	1.66	0	0.58	-0.94	-1.6	-0.22	-0.47	-2.18	-2.06	-1.51	-1.64	-0.17	0.68	-0.23	-0.84	-0.14	-1	-0.58	-1.89	0.19	0.28	0.58	0.3	0.3	-0.62	-1.4	
0.12	-0.23	0.29	-0.17	0.12	-0.2	0.01	0.59	0	0.19	-0.06	0.41	0.06	-0.17	0.39	0.26	0.6	0.52	-0.6	-0.09	0.29	0.45	0.73	0.5	0.39	0.52	0.29	0.28	-0.03	-0.01	-0.07	-0.29	-0.49	-0.23	0.08	0.16	0.32	0.21	0.19	0.15	-0.03	-0.25	0.03	0.24	-0.14	-0.29	-0.06	-0.18	0	-0.2	-0.27	-0.4	0.14	0.15	0.24	0.29	0.08	0.11	-0.06	-1	-1.94	-1.74	-0.92	-0.38	0.29	-0.84	-0.74	-1.22	0.42	0.03	-1.94	-1.29	0.11	0.2	0.08	-0.42	-1	-1.51	-2.47	
-0.23	0.11	-0.27	0.12	-0.32	0.18	-0.36	0.2	0.3	0.53	0.42	-0.1	0.19	-0.06	0.39	0.36	0.36	0.28	-0.6	0.36	-0.03	0.39	0.74	0.76	0.75	0.55	0.37	0.49	0.64	0.04	-0.09	-0.03	-0.27	0.24	-0.01	0.1	-0.09	0.03	0.16	0.38	0.2	-0.2	-0.06	0.85	-0.38	0.18	-0.25	0.01	-0.22	-0.42	-0.62	0.3	-0.36	0.07	0.7	0.65	-0.07	-0.23	-0.2	-1.51	-2.47	-1.79	-1.12	-1.4	0.52	0.39	-0.34	-1.12	-0.34	-0.29	-1.15	-1.56	0.44	0.1	0.11	-0.36	-0.09	-1.32	-2	
0.04	-0.14	-0.23	0.07	-0.1	0.14	0.04	0.29	0.33	0.23	0.42	0.19	0.16	0.1	0.37	0.4	0.15	0.37	-0.54	0.15	-0.36	0.66	1.01	0.94	1	0.93	0.69	0.63	0.49	0.37	0.01	0.42	-0.18	-0.04	0.18	0.21	0.37	0.2	0.28	0.26	0.32	-0.07	0.07	0.67	0.06	-0.09	0.04	-0.06	-0.74	-0.49	-0.47	-0.1	-0.27	0.3	0.37	0.77	-0.03	-0.27	-0.25	-1.47	-2.64	-1.79	-1.09	-0.76	0.41	-0.09	-0.4	-1.06	-0.27	-0.45	-0.92	-1.79	0.34	0.23	0.19	-0.18	-0.51	-1.56	-2.47	
-0.15	-0.69	-0.62	-0.6	-0.3	-0.71	-0.09	0.28	-0.15	-0.06	-0.29	0.21	-0.17	-0.2	0.03	0.38	0.01	0.1	-0.89	-0.06	0.06	0.37	0.71	0.41	0.16	0.8	0.46	0.38	0.1	0.14	0.12	0.07	-0.34	-0.12	0.06	0.07	0.08	0.08	0.01	0.08	0.36	-0.03	0.14	0.96	0.01	-0.17	0.1	-0.07	-0.36	-0.42	-0.76	-0.12	-0.22	0	-0.25	0.19	-0.38	-0.04	-0.67	-2.32	-2.4	-1.79	-1.22	-0.71	0.52	0.08	-0.71	-1.4	-0.84	-0.58	-1.74	-2.32	-0.03	-0.3	0.03	-0.27	-0.56	-2	-2.64	
-0.17	-0.42	-0.51	-0.36	-0.38	-0.69	-0.07	0.11	-0.23	-0.45	-0.2	0.31	-0.15	-0.25	-0.03	0.16	0.12	0.24	-1	0.16	-0.34	0.24	0.26	0.24	0.11	0.6	0.37	0.39	0.07	0.14	-0.03	0.21	-0.38	-0.15	0.08	0.25	0.2	0.21	0.21	0.31	0.23	0.15	0.18	1.01	0.03	-0.07	0.11	-0.43	-0.42	-0.43	-0.71	-0.1	-0.27	0.14	0.06	0.23	-0.09	-0.12	-0.29	-1.64	-2.64	-1.89	-1.18	-1.06	0.39	0.04	-0.67	-1.32	-0.67	-0.38	-2	-2.18	0.07	-0.25	0.06	-0.25	-0.56	-1.74	-2.64	
-0.23	-0.49	-0.76	-0.56	-0.34	-0.69	-0.18	0.19	-0.12	0.16	-0.25	0.36	0.06	-0.04	-0.09	0.5	-0.07	0.12	-1.43	-0.54	-0.18	0.07	0.42	0.24	0.54	0.41	0.51	0.44	-0.22	0.21	-0.03	0.31	-0.45	-0.2	0.15	0.18	0.23	0.23	0.16	0.24	0.08	0	0.23	0.69	-0.22	-0.29	-0.15	-0.14	-0.1	-0.29	-0.86	-0.07	-0.43	0.25	-0.09	0.34	0	-0.38	-0.18	-1.25	-2.18	-1.22	-0.76	-1.51	0.39	-0.3	-0.47	-1.36	-0.12	-0.42	-0.6	-2.12	0.12	0.2	0.53	-0.09	-0.3	-1.22	-1.56	
-0.29	-0.09	-0.51	-0.17	-0.36	-0.01	-0.4	-0.34	0.03	0.34	0.08	-0.23	0.18	-0.04	0.11	-0.03	-0.25	0.06	-1.36	0	-0.58	0.56	0.29	0.54	0.37	0.87	0.52	0.57	0.15	0.28	0.28	0.08	-0.09	0.03	0.18	-0.01	-0.43	-0.1	0.31	0.31	0	-0.47	-0.23	-0.3	-0.64	-0.17	-0.18	-0.14	-0.3	-0.51	-0.69	0.41	-0.45	0.32	0.07	0.6	0.3	-0.34	-0.06	-1.18	-1.94	-1.06	-0.79	-0.81	0.34	-0.17	-0.67	-1.12	-0.1	-0.42	-0.47	-1.51	0.21	-0.1	0.21	0.11	-0.2	-1.47	-1.94	
0.29	-0.15	-0.14	0.12	0.04	0.08	0.15	-0.06	0.14	-0.22	0.18	-0.34	0.26	-0.36	0.39	-0.18	0.38	-0.22	-0.76	-0.23	0.32	0.16	0.33	0.24	0.18	0.26	0.18	0.46	0.25	0.08	-0.2	-0.14	-0.17	-0.07	0.15	0.46	0.66	0.62	0.53	0.62	0.21	0.14	0.33	-0.58	0.01	-0.15	0.45	-0.17	-0.84	-0.71	-0.79	0	-0.47	-0.4	-0.17	-0.07	-1.69	-1.6	0.07	-0.76	-1.89	-1.4	-0.81	-0.18	0.42	0.01	-0.43	-0.84	0.44	-0.43	-1.29	-1.64	0.14	-0.03	0.58	0.11	-0.1	-1.12	-1.64	
0.58	0.2	0.2	0.23	0.19	0.1	0.34	0.37	0.52	0.33	0.45	0.24	0.43	0.26	0.71	0.49	0.61	0.32	-0.23	0.1	0.44	1.33	1.18	0.75	0.94	0.81	0.69	0.49	0.48	0.33	0.14	0.23	-0.45	-0.06	0.32	0.3	0.5	0.43	0.33	0.33	0.36	0.1	0.3	0.37	0.12	0.2	0.16	0.11	-1.89	-2.47	-2.56	-1.64	-0.86	0.64	-0.1	1.26	-3.47	-4.32	-0.12	-1.4	-2.64	-2	-1.12	-1.03	0.49	0.12	-0.49	-0.92	0.21	0.04	0.01	-1.09	-0.25	-0.06	-0.15	-0.25	-0.3	-1.32	0.01	
-0.29	-0.49	-0.42	-0.38	-0.22	-0.47	-0.32	-0.36	-0.18	-0.38	-0.23	-0.4	-0.07	-0.25	0.07	0.04	-0.25	-0.51	-0.81	-0.3	0.08	0.23	0.03	0.25	0.15	0.2	0.25	0.14	-0.12	-0.14	-0.22	-0.34	-0.25	-0.4	-0.14	0.48	0.48	0.24	0.08	0.12	-0.18	-0.15	0.21	-0.38	-0.47	-0.56	-0.4	-0.15	-0.86	-0.84	-1.29	-0.92	-0.42	-0.15	-0.23	0.7	-2.18	-2.32	-0.15	-0.76	-0.94	-0.86	-0.25	-0.51	0.01	-0.6	-0.89	-1.36	-0.18	-0.27	-0.94	-0.84	0.14	-0.07	0.34	-0.3	-0.25	-0.92	-1.84	
-0.06	0	-0.29	0.06	-0.27	0.12	-0.2	0.07	0.08	0.29	0.12	-0.22	0.06	-0.03	0.3	0.03	0.19	0.08	-1.43	0.04	0.52	0.15	0.87	0.77	0.45	0.42	0.12	0.37	0.52	-0.03	-0.51	-0.07	-0.54	-0.36	-0.1	0.16	0.3	0.36	-0.36	0.37	0.01	-0.14	0.2	0.36	-0.43	-0.51	-0.4	0.03	-1.79	-1.09	-1.79	-0.92	-0.34	-0.1	-0.04	0.9	-2.47	-0.49	-0.1	-1.47	-2.4	-1.6	-1.03	-0.76	0.63	-0.17	-0.43	-1.43	-0.32	-0.09	-1.43	-1.89	0.11	-0.18	0.33	0.1	-0.09	-1.47	-2.32	
0.19	0.24	-0.06	0.19	0.03	0.12	0.08	0.01	0.23	0.3	0.2	0.01	0.26	-0.22	0.41	0.1	0.28	0.07	-1.22	0.15	-0.25	0.53	0.68	0.51	0.38	0.53	0.3	0.48	0.51	0.23	-0.14	0.28	-0.51	-0.45	-0.15	0.06	0.24	0.23	-0.14	0.15	-0.03	-0.38	0.03	0.07	-0.36	-0.51	-0.2	0.04	-0.56	-0.25	-0.22	-0.25	0.08	-0.09	0	0.26	-2.12	-1.6	-0.15	-0.81	-1.89	-1.32	-0.79	-0.64	0.56	-0.15	-0.32	-1.22	-0.62	-0.64	-1.47	-2.06	0.14	-0.04	0.58	0.25	-0.23	-1.29	-2	
-0.06	-0.04	-0.49	-0.18	-0.42	-0.1	-0.17	-0.12	0.01	-0.17	0.04	-0.03	0.07	-0.67	0.33	0.14	0.14	0.07	0.03	0.36	-0.38	0.87	0.79	0.9	1.13	0.78	0.45	0.41	0.41	0.45	0.28	0.34	-0.27	-0.18	0.14	-0.06	0.18	0.39	-0.03	0.26	0.33	-0.51	-0.07	0.3	-0.06	-0.25	0.14	0.18	-0.69	-0.27	0	-0.32	0	-0.1	0.18	0	-1.09	-1.12	-0.27	-1.03	-2.4	-1.89	-1.47	-1.43	0.15	0.15	-0.27	-0.86	-0.6	-0.6	-1.15	-2.06	0.34	-0.04	0.34	0.31	-0.1	-1.36	-2.47	
0.39	-0.04	-0.25	0.12	-0.29	0.08	0.01	0.12	0.38	0.06	0.26	0.01	0.15	0.01	0.52	0.43	0.25	0.26	-0.12	0.39	0.9	1.08	0.96	0.96	1.08	0.85	0.67	0.48	0.51	0.49	0.24	0.29	-0.29	0.12	0.46	0.46	0.62	0.55	0.33	0.39	0.36	0.01	0.26	0.42	0.28	0.14	0.32	0.15	-0.84	-0.6	-0.86	-0.49	-0.23	-0.29	-0.03	0.74	-1.69	-1.89	-0.1	-1.12	-2.18	-2.06	-1.32	-0.86	0.24	0.14	-0.38	-0.97	0.03	-0.29	-0.43	-1.79	0.44	0.21	0.46	0.36	0.1	-1.29	-2.18	
